Time(ms),Source IP, Source Port, Dest IP, Dest Port,Throughput(Mbps)
3600,192.168.5.2,49154,192.168.7.2,10,0
3600,192.168.5.2,49155,192.168.8.2,10,0
3600,192.168.6.2,49153,192.168.7.2,11,0
3600,192.168.6.2,49154,192.168.8.2,11,0
3600,192.168.8.2,49153,192.168.8.2,9,0.00448
3600,192.168.8.2,9,192.168.8.2,49153,0.0032
3600,192.168.6.2,9,192.168.5.2,49153,6.93056
3600,192.168.7.2,11,192.168.6.2,49153,0
3600,192.168.7.2,10,192.168.5.2,49154,0
3600,192.168.8.2,11,192.168.6.2,49154,0
3600,192.168.8.2,10,192.168.5.2,49155,0
3700,192.168.1.2,49153,192.168.3.2,9,900.165
3700,192.168.2.2,49153,192.168.3.2,10,0
3700,192.168.3.2,9,192.168.1.2,49153,58.3648
3700,192.168.3.2,10,192.168.2.2,49153,0
3700,192.168.5.2,49153,192.168.6.2,9,106.891
3700,192.168.5.2,49154,192.168.7.2,10,0
3700,192.168.5.2,49155,192.168.8.2,10,0
3700,192.168.6.2,49153,192.168.7.2,11,0
3700,192.168.6.2,49154,192.168.8.2,11,0
3700,192.168.8.2,49153,192.168.8.2,9,0
3700,192.168.8.2,9,192.168.8.2,49153,0
3700,192.168.6.2,9,192.168.5.2,49153,6.93888
3700,192.168.7.2,11,192.168.6.2,49153,0
3700,192.168.7.2,10,192.168.5.2,49154,0
3700,192.168.8.2,11,192.168.6.2,49154,0
3700,192.168.8.2,10,192.168.5.2,49155,0
3800,192.168.1.2,49153,192.168.3.2,9,900.678
3800,192.168.2.2,49153,192.168.3.2,10,0
3800,192.168.3.2,9,192.168.1.2,49153,58.3565
3800,192.168.3.2,10,192.168.2.2,49153,0
3800,192.168.5.2,49153,192.168.6.2,9,106.891
3800,192.168.5.2,49154,192.168.7.2,10,0
3800,192.168.5.2,49155,192.168.8.2,10,0
3800,192.168.6.2,49153,192.168.7.2,11,0
3800,192.168.6.2,49154,192.168.8.2,11,0
3800,192.168.8.2,49153,192.168.8.2,9,0
3800,192.168.8.2,9,192.168.8.2,49153,0
3800,192.168.6.2,9,192.168.5.2,49153,6.93056
3800,192.168.7.2,11,192.168.6.2,49153,0
3800,192.168.7.2,10,192.168.5.2,49154,0
3800,192.168.8.2,11,192.168.6.2,49154,0
3800,192.168.8.2,10,192.168.5.2,49155,0
3900,192.168.1.2,49153,192.168.3.2,9,900.036
3900,192.168.2.2,49153,192.168.3.2,10,0
3900,192.168.3.2,9,192.168.1.2,49153,58.4064
3900,192.168.3.2,10,192.168.2.2,49153,0
3900,192.168.5.2,49153,192.168.6.2,9,107.019
3900,192.168.5.2,49154,192.168.7.2,10,0
3900,192.168.5.2,49155,192.168.8.2,10,0
3900,192.168.6.2,49153,192.168.7.2,11,0
3900,192.168.6.2,49154,192.168.8.2,11,0
3900,192.168.8.2,49153,192.168.8.2,9,0
3900,192.168.8.2,9,192.168.8.2,49153,0
3900,192.168.6.2,9,192.168.5.2,49153,6.93056
3900,192.168.7.2,11,192.168.6.2,49153,0
3900,192.168.7.2,10,192.168.5.2,49154,0
3900,192.168.8.2,11,192.168.6.2,49154,0
3900,192.168.8.2,10,192.168.5.2,49155,0
4000,192.168.1.2,49153,192.168.3.2,9,900.55
4000,192.168.2.2,49153,192.168.3.2,10,0
4000,192.168.3.2,9,192.168.1.2,49153,58.3565
4000,192.168.3.2,10,192.168.2.2,49153,0
4000,192.168.5.2,49153,192.168.6.2,9,106.891
4000,192.168.5.2,49154,192.168.7.2,10,0
4000,192.168.5.2,49155,192.168.8.2,10,0
4000,192.168.6.2,49153,192.168.7.2,11,0
4000,192.168.6.2,49154,192.168.8.2,11,0
4000,192.168.8.2,49153,192.168.8.2,9,0
4000,192.168.8.2,9,192.168.8.2,49153,0
4000,192.168.6.2,9,192.168.5.2,49153,6.93888
4000,192.168.7.2,11,192.168.6.2,49153,0
4000,192.168.7.2,10,192.168.5.2,49154,0
4000,192.168.8.2,11,192.168.6.2,49154,0
4000,192.168.8.2,10,192.168.5.2,49155,0
4100,192.168.1.2,49153,192.168.3.2,9,16.425
4100,192.168.2.2,49153,192.168.3.2,10,0.50912
4100,192.168.3.2,9,192.168.1.2,49153,1.42272
4100,192.168.3.2,10,192.168.2.2,49153,0.04064
4100,192.168.5.2,49153,192.168.6.2,9,106.891
4100,192.168.5.2,49154,192.168.7.2,10,172.28
4100,192.168.5.2,49155,192.168.8.2,10,156.452
4100,192.168.6.2,49153,192.168.7.2,11,163.353
4100,192.168.6.2,49154,192.168.8.2,11,159.95
4100,192.168.8.2,49153,192.168.8.2,9,0
4100,192.168.8.2,9,192.168.8.2,49153,0
4100,192.168.6.2,9,192.168.5.2,49153,6.93056
4100,192.168.7.2,11,192.168.6.2,49153,8.47392
4100,192.168.7.2,10,192.168.5.2,49154,10.3142
4100,192.168.8.2,11,192.168.6.2,49154,8.19712
4100,192.168.8.2,10,192.168.5.2,49155,7.93696
4200,192.168.1.2,49153,192.168.3.2,9,0
4200,192.168.2.2,49153,192.168.3.2,10,0
4200,192.168.3.2,9,192.168.1.2,49153,0
4200,192.168.3.2,10,192.168.2.2,49153,0
4200,192.168.5.2,49153,192.168.6.2,9,107.019
4200,192.168.5.2,49154,192.168.7.2,10,187.091
4200,192.168.5.2,49155,192.168.8.2,10,187.219
4200,192.168.6.2,49153,192.168.7.2,11,187.091
4200,192.168.6.2,49154,192.168.8.2,11,187.099
4200,192.168.8.2,49153,192.168.8.2,9,0
4200,192.168.8.2,9,192.168.8.2,49153,0
4200,192.168.6.2,9,192.168.5.2,49153,6.93056
4200,192.168.7.2,11,192.168.6.2,49153,12.1347
4200,192.168.7.2,10,192.168.5.2,49154,12.1306
4200,192.168.8.2,11,192.168.6.2,49154,12.1306
4200,192.168.8.2,10,192.168.5.2,49155,12.1306
4300,192.168.1.2,49153,192.168.3.2,9,0
4300,192.168.2.2,49153,192.168.3.2,10,0
4300,192.168.3.2,9,192.168.1.2,49153,0
4300,192.168.3.2,10,192.168.2.2,49153,0
4300,192.168.5.2,49153,192.168.6.2,9,106.891
4300,192.168.5.2,49154,192.168.7.2,10,187.211
4300,192.168.5.2,49155,192.168.8.2,10,187.091
4300,192.168.6.2,49153,192.168.7.2,11,187.219
4300,192.168.6.2,49154,192.168.8.2,11,187.091
4300,192.168.8.2,49153,192.168.8.2,9,0
4300,192.168.8.2,9,192.168.8.2,49153,0
4300,192.168.6.2,9,192.168.5.2,49153,6.93888
4300,192.168.7.2,11,192.168.6.2,49153,12.1347
4300,192.168.7.2,10,192.168.5.2,49154,12.1389
4300,192.168.8.2,11,192.168.6.2,49154,12.1347
4300,192.168.8.2,10,192.168.5.2,49155,12.1306
4400,192.168.1.2,49153,192.168.3.2,9,0
4400,192.168.2.2,49153,192.168.3.2,10,0
4400,192.168.3.2,9,192.168.1.2,49153,0
4400,192.168.3.2,10,192.168.2.2,49153,0
4400,192.168.5.2,49153,192.168.6.2,9,106.891
4400,192.168.5.2,49154,192.168.7.2,10,187.099
4400,192.168.5.2,49155,192.168.8.2,10,187.091
4400,192.168.6.2,49153,192.168.7.2,11,187.091
4400,192.168.6.2,49154,192.168.8.2,11,187.211
4400,192.168.8.2,49153,192.168.8.2,9,0
4400,192.168.8.2,9,192.168.8.2,49153,0
4400,192.168.6.2,9,192.168.5.2,49153,6.93056
4400,192.168.7.2,11,192.168.6.2,49153,12.1306
4400,192.168.7.2,10,192.168.5.2,49154,12.1306
4400,192.168.8.2,11,192.168.6.2,49154,12.1347
4400,192.168.8.2,10,192.168.5.2,49155,12.1389
4500,192.168.1.2,49153,192.168.3.2,9,0
4500,192.168.2.2,49153,192.168.3.2,10,0
4500,192.168.3.2,9,192.168.1.2,49153,0
4500,192.168.3.2,10,192.168.2.2,49153,0
4500,192.168.5.2,49153,192.168.6.2,9,107.019
4500,192.168.5.2,49154,192.168.7.2,10,187.091
4500,192.168.5.2,49155,192.168.8.2,10,187.219
4500,192.168.6.2,49153,192.168.7.2,11,187.091
4500,192.168.6.2,49154,192.168.8.2,11,187.099
4500,192.168.8.2,49153,192.168.8.2,9,0
4500,192.168.8.2,9,192.168.8.2,49153,0
4500,192.168.6.2,9,192.168.5.2,49153,6.93056
4500,192.168.7.2,11,192.168.6.2,49153,12.1347
4500,192.168.7.2,10,192.168.5.2,49154,12.1306
4500,192.168.8.2,11,192.168.6.2,49154,12.1306
4500,192.168.8.2,10,192.168.5.2,49155,12.1306
4600,192.168.1.2,49153,192.168.3.2,9,0
4600,192.168.2.2,49153,192.168.3.2,10,0
4600,192.168.3.2,9,192.168.1.2,49153,0
4600,192.168.3.2,10,192.168.2.2,49153,0
4600,192.168.5.2,49153,192.168.6.2,9,106.891
4600,192.168.5.2,49154,192.168.7.2,10,187.219
4600,192.168.5.2,49155,192.168.8.2,10,187.091
4600,192.168.6.2,49153,192.168.7.2,11,187.219
4600,192.168.6.2,49154,192.168.8.2,11,187.091
4600,192.168.8.2,49153,192.168.8.2,9,0
4600,192.168.8.2,9,192.168.8.2,49153,0
4600,192.168.6.2,9,192.168.5.2,49153,6.93888
4600,192.168.7.2,11,192.168.6.2,49153,12.1347
4600,192.168.7.2,10,192.168.5.2,49154,12.1389
4600,192.168.8.2,11,192.168.6.2,49154,12.1347
4600,192.168.8.2,10,192.168.5.2,49155,12.1306
4700,192.168.1.2,49153,192.168.3.2,9,0
4700,192.168.2.2,49153,192.168.3.2,10,0
4700,192.168.3.2,9,192.168.1.2,49153,0
4700,192.168.3.2,10,192.168.2.2,49153,0
4700,192.168.5.2,49153,192.168.6.2,9,106.891
4700,192.168.5.2,49154,192.168.7.2,10,187.091
4700,192.168.5.2,49155,192.168.8.2,10,187.211
4700,192.168.6.2,49153,192.168.7.2,11,187.091
4700,192.168.6.2,49154,192.168.8.2,11,187.211
4700,192.168.8.2,49153,192.168.8.2,9,0
4700,192.168.8.2,9,192.168.8.2,49153,0
4700,192.168.6.2,9,192.168.5.2,49153,6.93056
4700,192.168.7.2,11,192.168.6.2,49153,12.1306
4700,192.168.7.2,10,192.168.5.2,49154,12.1306
4700,192.168.8.2,11,192.168.6.2,49154,12.1347
4700,192.168.8.2,10,192.168.5.2,49155,12.1389
4800,192.168.1.2,49153,192.168.3.2,9,0
4800,192.168.2.2,49153,192.168.3.2,10,0
4800,192.168.3.2,9,192.168.1.2,49153,0
4800,192.168.3.2,10,192.168.2.2,49153,0
4800,192.168.5.2,49153,192.168.6.2,9,107.019
4800,192.168.5.2,49154,192.168.7.2,10,187.091
4800,192.168.5.2,49155,192.168.8.2,10,187.099
4800,192.168.6.2,49153,192.168.7.2,11,187.091
4800,192.168.6.2,49154,192.168.8.2,11,187.099
4800,192.168.8.2,49153,192.168.8.2,9,0
4800,192.168.8.2,9,192.168.8.2,49153,0
4800,192.168.6.2,9,192.168.5.2,49153,6.93056
4800,192.168.7.2,11,192.168.6.2,49153,12.1347
4800,192.168.7.2,10,192.168.5.2,49154,12.1306
4800,192.168.8.2,11,192.168.6.2,49154,12.1306
4800,192.168.8.2,10,192.168.5.2,49155,12.1306
4900,192.168.1.2,49153,192.168.3.2,9,0
4900,192.168.2.2,49153,192.168.3.2,10,0
4900,192.168.3.2,9,192.168.1.2,49153,0
4900,192.168.3.2,10,192.168.2.2,49153,0
4900,192.168.5.2,49153,192.168.6.2,9,106.891
4900,192.168.5.2,49154,192.168.7.2,10,187.219
4900,192.168.5.2,49155,192.168.8.2,10,187.091
4900,192.168.6.2,49153,192.168.7.2,11,187.219
4900,192.168.6.2,49154,192.168.8.2,11,187.091
4900,192.168.8.2,49153,192.168.8.2,9,0
4900,192.168.8.2,9,192.168.8.2,49153,0
4900,192.168.6.2,9,192.168.5.2,49153,6.93888
4900,192.168.7.2,11,192.168.6.2,49153,12.1347
4900,192.168.7.2,10,192.168.5.2,49154,12.1389
4900,192.168.8.2,11,192.168.6.2,49154,12.1347
4900,192.168.8.2,10,192.168.5.2,49155,12.1306
5000,192.168.1.2,49153,192.168.3.2,9,0
5000,192.168.2.2,49153,192.168.3.2,10,0
5000,192.168.3.2,9,192.168.1.2,49153,0
5000,192.168.3.2,10,192.168.2.2,49153,0
5000,192.168.5.2,49153,192.168.6.2,9,106.891
5000,192.168.5.2,49154,192.168.7.2,10,187.091
5000,192.168.5.2,49155,192.168.8.2,10,187.219
5000,192.168.6.2,49153,192.168.7.2,11,187.091
5000,192.168.6.2,49154,192.168.8.2,11,187.219
5000,192.168.8.2,49153,192.168.8.2,9,0
5000,192.168.8.2,9,192.168.8.2,49153,0
5000,192.168.6.2,9,192.168.5.2,49153,6.93056
5000,192.168.7.2,11,192.168.6.2,49153,12.1306
5000,192.168.7.2,10,192.168.5.2,49154,12.1306
5000,192.168.8.2,11,192.168.6.2,49154,12.1347
5000,192.168.8.2,10,192.168.5.2,49155,12.1389
5100,192.168.1.2,49153,192.168.3.2,9,294.45
5100,192.168.2.2,49153,192.168.3.2,10,171.985
5100,192.168.3.2,9,192.168.1.2,49153,13.896
5100,192.168.3.2,10,192.168.2.2,49153,5.89888
5100,192.168.5.2,49153,192.168.6.2,9,107.019
5100,192.168.5.2,49154,192.168.7.2,10,132.019
5100,192.168.5.2,49155,192.168.8.2,10,110.932
5100,192.168.6.2,49153,192.168.7.2,11,142.261
5100,192.168.6.2,49154,192.168.8.2,11,142.132
5100,192.168.8.2,49153,192.168.8.2,9,0
5100,192.168.8.2,9,192.168.8.2,49153,0
5100,192.168.6.2,9,192.168.5.2,49153,6.93056
5100,192.168.7.2,11,192.168.6.2,49153,5.25408
5100,192.168.7.2,10,192.168.5.2,49154,4.87968
5100,192.168.8.2,11,192.168.6.2,49154,5.24992
5100,192.168.8.2,10,192.168.5.2,49155,4.18688
5200,192.168.1.2,49153,192.168.3.2,9,191.045
5200,192.168.2.2,49153,192.168.3.2,10,149.611
5200,192.168.3.2,9,192.168.1.2,49153,6.936
5200,192.168.3.2,10,192.168.2.2,49153,5.48992
5200,192.168.5.2,49153,192.168.6.2,9,106.891
5200,192.168.5.2,49154,192.168.7.2,10,159.551
5200,192.168.5.2,49155,192.168.8.2,10,148.968
5200,192.168.6.2,49153,192.168.7.2,11,164.339
5200,192.168.6.2,49154,192.168.8.2,11,184.59
5200,192.168.8.2,49153,192.168.8.2,9,0
5200,192.168.8.2,9,192.168.8.2,49153,0
5200,192.168.6.2,9,192.168.5.2,49153,6.93888
5200,192.168.7.2,11,192.168.6.2,49153,7.17312
5200,192.168.7.2,10,192.168.5.2,49154,6.8256
5200,192.168.8.2,11,192.168.6.2,49154,8.91232
5200,192.168.8.2,10,192.168.5.2,49155,6.18048
5300,192.168.1.2,49153,192.168.3.2,9,0
5300,192.168.2.2,49153,192.168.3.2,10,258.84
5300,192.168.3.2,9,192.168.1.2,49153,0
5300,192.168.3.2,10,192.168.2.2,49153,8.97728
5300,192.168.5.2,49153,192.168.6.2,9,106.891
5300,192.168.5.2,49154,192.168.7.2,10,184.781
5300,192.168.5.2,49155,192.168.8.2,10,184.781
5300,192.168.6.2,49153,192.168.7.2,11,184.661
5300,192.168.6.2,49154,192.168.8.2,11,184.781
5300,192.168.8.2,49153,192.168.8.2,9,0
5300,192.168.8.2,9,192.168.8.2,49153,0
5300,192.168.6.2,9,192.168.5.2,49153,6.93056
5300,192.168.7.2,11,192.168.6.2,49153,11.9725
5300,192.168.7.2,10,192.168.5.2,49154,11.9725
5300,192.168.8.2,11,192.168.6.2,49154,11.9808
5300,192.168.8.2,10,192.168.5.2,49155,11.9808
5400,192.168.1.2,49153,192.168.3.2,9,0
5400,192.168.2.2,49153,192.168.3.2,10,413.76
5400,192.168.3.2,9,192.168.1.2,49153,0
5400,192.168.3.2,10,192.168.2.2,49153,14.3021
5400,192.168.5.2,49153,192.168.6.2,9,107.019
5400,192.168.5.2,49154,192.168.7.2,10,187.86
5400,192.168.5.2,49155,192.168.8.2,10,21.152
5400,192.168.6.2,49153,192.168.7.2,11,187.86
5400,192.168.6.2,49154,192.168.8.2,11,187.362
5400,192.168.8.2,49153,192.168.8.2,9,0
5400,192.168.8.2,9,192.168.8.2,49153,0
5400,192.168.6.2,9,192.168.5.2,49153,6.93056
5400,192.168.7.2,11,192.168.6.2,49153,12.1805
5400,192.168.7.2,10,192.168.5.2,49154,12.1805
5400,192.168.8.2,11,192.168.6.2,49154,11.961
5400,192.168.8.2,10,192.168.5.2,49155,1.70496
5500,192.168.1.2,49153,192.168.3.2,9,0
5500,192.168.2.2,49153,192.168.3.2,10,435.935
5500,192.168.3.2,9,192.168.1.2,49153,0
5500,192.168.3.2,10,192.168.2.2,49153,16.8106
5500,192.168.5.2,49153,192.168.6.2,9,106.891
5500,192.168.5.2,49154,192.168.7.2,10,187.293
5500,192.168.5.2,49155,192.168.8.2,10,0
5500,192.168.6.2,49153,192.168.7.2,11,187.347
5500,192.168.6.2,49154,192.168.8.2,11,187.364
5500,192.168.8.2,49153,192.168.8.2,9,0
5500,192.168.8.2,9,192.168.8.2,49153,0
5500,192.168.6.2,9,192.168.5.2,49153,6.93888
5500,192.168.7.2,11,192.168.6.2,49153,12.1472
5500,192.168.7.2,10,192.168.5.2,49154,12.1418
5500,192.168.8.2,11,192.168.6.2,49154,12.3014
5500,192.168.8.2,10,192.168.5.2,49155,0
5600,192.168.1.2,49153,192.168.3.2,9,0
5600,192.168.2.2,49153,192.168.3.2,10,435.99
5600,192.168.3.2,9,192.168.1.2,49153,0
5600,192.168.3.2,10,192.168.2.2,49153,16.6851
5600,192.168.5.2,49153,192.168.6.2,9,106.891
5600,192.168.5.2,49154,192.168.7.2,10,187.339
5600,192.168.5.2,49155,192.168.8.2,10,0
5600,192.168.6.2,49153,192.168.7.2,11,187.347
5600,192.168.6.2,49154,192.168.8.2,11,187.347
5600,192.168.8.2,49153,192.168.8.2,9,0
5600,192.168.8.2,9,192.168.8.2,49153,0
5600,192.168.6.2,9,192.168.5.2,49153,6.93056
5600,192.168.7.2,11,192.168.6.2,49153,12.1472
5600,192.168.7.2,10,192.168.5.2,49154,12.1472
5600,192.168.8.2,11,192.168.6.2,49154,12.2403
5600,192.168.8.2,10,192.168.5.2,49155,0
5700,192.168.1.2,49153,192.168.3.2,9,0
5700,192.168.2.2,49153,192.168.3.2,10,435.874
5700,192.168.3.2,9,192.168.1.2,49153,0
5700,192.168.3.2,10,192.168.2.2,49153,16.6218
5700,192.168.5.2,49153,192.168.6.2,9,107.019
5700,192.168.5.2,49154,192.168.7.2,10,187.356
5700,192.168.5.2,49155,192.168.8.2,10,0
5700,192.168.6.2,49153,192.168.7.2,11,187.347
5700,192.168.6.2,49154,192.168.8.2,11,187.331
5700,192.168.8.2,49153,192.168.8.2,9,0
5700,192.168.8.2,9,192.168.8.2,49153,0
5700,192.168.6.2,9,192.168.5.2,49153,6.93056
5700,192.168.7.2,11,192.168.6.2,49153,12.1472
5700,192.168.7.2,10,192.168.5.2,49154,12.1472
5700,192.168.8.2,11,192.168.6.2,49154,12.2758
5700,192.168.8.2,10,192.168.5.2,49155,0
5800,192.168.1.2,49153,192.168.3.2,9,0
5800,192.168.2.2,49153,192.168.3.2,10,440.597
5800,192.168.3.2,9,192.168.1.2,49153,0
5800,192.168.3.2,10,192.168.2.2,49153,17.1088
5800,192.168.5.2,49153,192.168.6.2,9,106.891
5800,192.168.5.2,49154,192.168.7.2,10,184.158
5800,192.168.5.2,49155,192.168.8.2,10,0
5800,192.168.6.2,49153,192.168.7.2,11,187.604
5800,192.168.6.2,49154,192.168.8.2,11,185.598
5800,192.168.8.2,49153,192.168.8.2,9,0
5800,192.168.8.2,9,192.168.8.2,49153,0
5800,192.168.6.2,9,192.168.5.2,49153,6.93888
5800,192.168.7.2,11,192.168.6.2,49153,12.1638
5800,192.168.7.2,10,192.168.5.2,49154,11.575
5800,192.168.8.2,11,192.168.6.2,49154,11.6358
5800,192.168.8.2,10,192.168.5.2,49155,0
5900,192.168.1.2,49153,192.168.3.2,9,0
5900,192.168.2.2,49153,192.168.3.2,10,443.567
5900,192.168.3.2,9,192.168.1.2,49153,0
5900,192.168.3.2,10,192.168.2.2,49153,16.4621
5900,192.168.5.2,49153,192.168.6.2,9,106.891
5900,192.168.5.2,49154,192.168.7.2,10,184.711
5900,192.168.5.2,49155,192.168.8.2,10,0
5900,192.168.6.2,49153,192.168.7.2,11,185.542
5900,192.168.6.2,49154,192.168.8.2,11,184.492
5900,192.168.8.2,49153,192.168.8.2,9,0
5900,192.168.8.2,9,192.168.8.2,49153,0
5900,192.168.6.2,9,192.168.5.2,49153,6.93056
5900,192.168.7.2,11,192.168.6.2,49153,12.0534
5900,192.168.7.2,10,192.168.5.2,49154,8.49088
5900,192.168.8.2,11,192.168.6.2,49154,8.46112
5900,192.168.8.2,10,192.168.5.2,49155,0
6000,192.168.1.2,49153,192.168.3.2,9,0
6000,192.168.2.2,49153,192.168.3.2,10,440.831
6000,192.168.3.2,9,192.168.1.2,49153,0
6000,192.168.3.2,10,192.168.2.2,49153,16.0982
6000,192.168.5.2,49153,192.168.6.2,9,107.019
6000,192.168.5.2,49154,192.168.7.2,10,182.755
6000,192.168.5.2,49155,192.168.8.2,10,0
6000,192.168.6.2,49153,192.168.7.2,11,187.239
6000,192.168.6.2,49154,192.168.8.2,11,187.314
6000,192.168.8.2,49153,192.168.8.2,9,0
6000,192.168.8.2,9,192.168.8.2,49153,0
6000,192.168.6.2,9,192.168.5.2,49153,6.93056
6000,192.168.7.2,11,192.168.6.2,49153,12.0566
6000,192.168.7.2,10,192.168.5.2,49154,7.6304
6000,192.168.8.2,11,192.168.6.2,49154,12.1546
6000,192.168.8.2,10,192.168.5.2,49155,0
6100,192.168.1.2,49153,192.168.3.2,9,0
6100,192.168.2.2,49153,192.168.3.2,10,13.4509
6100,192.168.3.2,9,192.168.1.2,49153,0
6100,192.168.3.2,10,192.168.2.2,49153,0.56992
6100,192.168.5.2,49153,192.168.6.2,9,106.891
6100,192.168.5.2,49154,192.168.7.2,10,189.272
6100,192.168.5.2,49155,192.168.8.2,10,0
6100,192.168.6.2,49153,192.168.7.2,11,189.272
6100,192.168.6.2,49154,192.168.8.2,11,189.272
6100,192.168.8.2,49153,192.168.8.2,9,0
6100,192.168.8.2,9,192.168.8.2,49153,0
6100,192.168.6.2,9,192.168.5.2,49153,6.93888
6100,192.168.7.2,11,192.168.6.2,49153,12.272
6100,192.168.7.2,10,192.168.5.2,49154,12.272
6100,192.168.8.2,11,192.168.6.2,49154,12.272
6100,192.168.8.2,10,192.168.5.2,49155,0
6200,192.168.1.2,49153,192.168.3.2,9,0.12
6200,192.168.2.2,49153,192.168.3.2,10,0
6200,192.168.3.2,9,192.168.1.2,49153,0.00416
6200,192.168.3.2,10,192.168.2.2,49153,0
6200,192.168.5.2,49153,192.168.6.2,9,106.891
6200,192.168.5.2,49154,192.168.7.2,10,187.091
6200,192.168.5.2,49155,192.168.8.2,10,0
6200,192.168.6.2,49153,192.168.7.2,11,187.091
6200,192.168.6.2,49154,192.168.8.2,11,187.219
6200,192.168.8.2,49153,192.168.8.2,9,0
6200,192.168.8.2,9,192.168.8.2,49153,0
6200,192.168.6.2,9,192.168.5.2,49153,6.93056
6200,192.168.7.2,11,192.168.6.2,49153,12.1306
6200,192.168.7.2,10,192.168.5.2,49154,12.1306
6200,192.168.8.2,11,192.168.6.2,49154,12.1306
6200,192.168.8.2,10,192.168.5.2,49155,0
6300,192.168.1.2,49153,192.168.3.2,9,0
6300,192.168.2.2,49153,192.168.3.2,10,0
6300,192.168.3.2,9,192.168.1.2,49153,0
6300,192.168.3.2,10,192.168.2.2,49153,0
6300,192.168.5.2,49153,192.168.6.2,9,107.019
6300,192.168.5.2,49154,192.168.7.2,10,187.091
6300,192.168.5.2,49155,192.168.8.2,10,0
6300,192.168.6.2,49153,192.168.7.2,11,187.211
6300,192.168.6.2,49154,192.168.8.2,11,187.091
6300,192.168.8.2,49153,192.168.8.2,9,0
6300,192.168.8.2,9,192.168.8.2,49153,0
6300,192.168.6.2,9,192.168.5.2,49153,6.93056
6300,192.168.7.2,11,192.168.6.2,49153,12.1389
6300,192.168.7.2,10,192.168.5.2,49154,12.1389
6300,192.168.8.2,11,192.168.6.2,49154,12.1306
6300,192.168.8.2,10,192.168.5.2,49155,0
6400,192.168.1.2,49153,192.168.3.2,9,0
6400,192.168.2.2,49153,192.168.3.2,10,0
6400,192.168.3.2,9,192.168.1.2,49153,0
6400,192.168.3.2,10,192.168.2.2,49153,0
6400,192.168.5.2,49153,192.168.6.2,9,106.891
6400,192.168.5.2,49154,192.168.7.2,10,187.219
6400,192.168.5.2,49155,192.168.8.2,10,171.028
6400,192.168.6.2,49153,192.168.7.2,11,187.099
6400,192.168.6.2,49154,192.168.8.2,11,187.211
6400,192.168.8.2,49153,192.168.8.2,9,0
6400,192.168.8.2,9,192.168.8.2,49153,0
6400,192.168.6.2,9,192.168.5.2,49153,6.93888
6400,192.168.7.2,11,192.168.6.2,49153,12.1306
6400,192.168.7.2,10,192.168.5.2,49154,12.1306
6400,192.168.8.2,11,192.168.6.2,49154,12.1389
6400,192.168.8.2,10,192.168.5.2,49155,9.7968
6500,192.168.1.2,49153,192.168.3.2,9,0
6500,192.168.2.2,49153,192.168.3.2,10,0
6500,192.168.3.2,9,192.168.1.2,49153,0
6500,192.168.3.2,10,192.168.2.2,49153,0
6500,192.168.5.2,49153,192.168.6.2,9,106.891
6500,192.168.5.2,49154,192.168.7.2,10,187.091
6500,192.168.5.2,49155,192.168.8.2,10,187.219
6500,192.168.6.2,49153,192.168.7.2,11,187.091
6500,192.168.6.2,49154,192.168.8.2,11,187.099
6500,192.168.8.2,49153,192.168.8.2,9,0
6500,192.168.8.2,9,192.168.8.2,49153,0
6500,192.168.6.2,9,192.168.5.2,49153,6.93056
6500,192.168.7.2,11,192.168.6.2,49153,12.1306
6500,192.168.7.2,10,192.168.5.2,49154,12.1306
6500,192.168.8.2,11,192.168.6.2,49154,12.1306
6500,192.168.8.2,10,192.168.5.2,49155,12.1306
6600,192.168.1.2,49153,192.168.3.2,9,0
6600,192.168.2.2,49153,192.168.3.2,10,0
6600,192.168.3.2,9,192.168.1.2,49153,0
6600,192.168.3.2,10,192.168.2.2,49153,0
6600,192.168.5.2,49153,192.168.6.2,9,107.019
6600,192.168.5.2,49154,192.168.7.2,10,187.091
6600,192.168.5.2,49155,192.168.8.2,10,187.091
6600,192.168.6.2,49153,192.168.7.2,11,187.211
6600,192.168.6.2,49154,192.168.8.2,11,187.091
6600,192.168.8.2,49153,192.168.8.2,9,0
6600,192.168.8.2,9,192.168.8.2,49153,0
6600,192.168.6.2,9,192.168.5.2,49153,6.93056
6600,192.168.7.2,11,192.168.6.2,49153,12.1389
6600,192.168.7.2,10,192.168.5.2,49154,12.1389
6600,192.168.8.2,11,192.168.6.2,49154,12.1306
6600,192.168.8.2,10,192.168.5.2,49155,12.1306
6700,192.168.1.2,49153,192.168.3.2,9,0
6700,192.168.2.2,49153,192.168.3.2,10,0
6700,192.168.3.2,9,192.168.1.2,49153,0
6700,192.168.3.2,10,192.168.2.2,49153,0
6700,192.168.5.2,49153,192.168.6.2,9,106.891
6700,192.168.5.2,49154,192.168.7.2,10,187.219
6700,192.168.5.2,49155,192.168.8.2,10,187.091
6700,192.168.6.2,49153,192.168.7.2,11,187.099
6700,192.168.6.2,49154,192.168.8.2,11,187.211
6700,192.168.8.2,49153,192.168.8.2,9,0
6700,192.168.8.2,9,192.168.8.2,49153,0
6700,192.168.6.2,9,192.168.5.2,49153,6.93888
6700,192.168.7.2,11,192.168.6.2,49153,12.1306
6700,192.168.7.2,10,192.168.5.2,49154,12.1306
6700,192.168.8.2,11,192.168.6.2,49154,12.1389
6700,192.168.8.2,10,192.168.5.2,49155,12.1389
